1,"ïΩê¨12îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ8ï\Å@èZëÓÇÃåöÇƒï˚Åi7ãÊï™Åjï èZëÓÇ…èZÇﬁéÂê¢ë—êîÅCéÂê¢ë—êlàıÅC1ê¢ë—ìñÇΩÇËêlàıÅC1ê¢ë—ìñÇΩÇËâÑÇ◊ñ êœãyÇ—ëçâÑÇ◊ñ êœ"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,"","","","","","","","éÂê¢ë—êî","","","","","","","","","éÂê¢ë—êlàı","","","","","","","","","1ê¢ë—ìñÇΩÇËêlàı","","","","","","","","","1ê¢ë—ìñÇΩÇËâÑÇ◊ñ êœ(áu)","","","","","","","","","ëçâÑÇ◊ñ êœ(áu)","","","","","","","",""
5,"ésãÊí¨ë∫ÉRÅ[Éh","í¨íöéöÉRÅ[Éh","îÈìΩèàóù","îÈìΩêÊèÓïÒ","çáéZínàÊ","ésãÊí¨ë∫","í¨íöéö","ëçêî","àÍåÀåö","í∑âÆåö","ã§ìØèZëÓ","1•2äKåö","3Å`5äK","6Å`10äK","11äKåöà»è„","ÇªÇÃëº","ëçêî","àÍåÀåö","í∑âÆåö","ã§ìØèZëÓ","1•2äKåö","3Å`5äK","6Å`10äK","11äKåöà»è„","ÇªÇÃëº","ëçêî","àÍåÀåö","í∑âÆåö","ã§ìØèZëÓ","1•2äKåö","3Å`5äK","6Å`10äK","11äKåöà»è„","ÇªÇÃëº","ëçêî","àÍåÀåö","í∑âÆåö","ã§ìØèZëÓ","1•2äKåö","3Å`5äK","6Å`10äK","11äKåöà»è„","ÇªÇÃëº","ëçêî","àÍåÀåö","í∑âÆåö","ã§ìØèZëÓ","1•2äKåö","3Å`5äK","6Å`10äK","11äKåöà»è„","ÇªÇÃëº"
1392,"25206","058005","","","","ëêí√és","ñÏë∫ÇTíöñ⁄",432,290,-,142,3,47,92,-,-,1302,922,-,380,8,92,280,-,-,3.0138888889,3.1793103448,-,2.676056338,2.6666666667,1.9574468085,3.0434782609,-,-,107.9305555556,126.9724137931,-,69.0492957746,66,55.7234042553,75.9565217391,-,-,46626,36822,-,9805,198,2619,6988,-,-
1393,"25206","058006","","","","ëêí√és","ñÏë∫ÇUíöñ⁄",458,122,-,334,106,228,-,-,2,863,335,-,525,142,383,-,-,3,1.884279476,2.7459016393,-,1.5718562874,1.3396226415,1.6798245614,-,-,1.5,58.1506550218,111.9098360656,-,38.4311377246,34.179245283,40.4078947368,-,-,72,26633,13653,-,12836,3623,9213,-,-,144
1394,"25206","058007","","","","ëêí√és","ñÏë∫ÇVíöñ⁄",203,63,4,136,50,86,-,-,-,417,246,6,165,77,88,-,-,-,2.0541871921,3.9047619048,1.5,1.2132352941,1.54,1.023255814,-,-,-,78.039408867,184,43.5,29.9705882353,44.12,21.7441860465,-,-,-,15842,11592,174,4076,2206,1870,-,-,-
1395,"25206","058008","çáéZínàÊÇ†ÇË","","0590","ëêí√és","ñÏë∫ÇWíöñ⁄",143,57,-,86,39,47,-,-,-,409,178,-,231,71,160,-,-,-,2.8601398601,3.1228070175,-,2.6860465116,1.8205128205,3.4042553191,-,-,-,82.1888111888,126.0701754386,-,53.1046511628,38.9487179487,64.8723404255,-,-,-,11753,7186,-,4567,1519,3049,-,-,-
1396,"25206","0590","îÈìΩínàÊ","058008","","ëêí√és","ïΩà‰í¨",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1397,"25206","0600","","","","ëêí√és","ïΩà‰",1791,899,70,820,401,268,8,143,2,4852,2987,184,1676,684,443,25,524,5,2.7091010609,3.3225806452,2.6285714286,2.043902439,1.7057356608,1.6529850746,3.125,3.6643356643,2.5,83.4567280849,117.4293659622,52.8285714286,48.9085365854,37.029925187,38.6828358209,69.875,100.2027972028,49.5,149471,105569,3698,40105,14849,10367,559,14329,99
1398,"25206","060001","","","","ëêí√és","ïΩà‰ÇPíöñ⁄",446,218,6,221,80,133,8,-,1,1113,706,14,392,153,214,25,-,1,2.4955156951,3.2385321101,2.3333333333,1.7737556561,1.9125,1.6090225564,3.125,-,1,78.5582959641,117.504587156,45.1666666667,41.0904977376,43.05,38.1804511278,69.875,-,69,35037,25616,271,9081,3444,5078,559,-,69
1399,"25206","060002","","","","ëêí√és","ïΩà‰ÇQíöñ⁄",274,125,23,125,87,38,-,-,1,731,440,53,234,154,80,-,-,4,2.6678832117,3.52,2.3043478261,1.872,1.7701149425,2.1052631579,-,-,4,77.1459854015,120.496,45.8260869565,39.936,37.6781609195,45.1315789474,-,-,30,21138,15062,1054,4992,3278,1715,-,-,30
1400,"25206","060003","","","","ëêí√és","ïΩà‰ÇRíöñ⁄",141,92,17,32,32,-,-,-,-,432,346,50,36,36,-,-,-,-,3.0638297872,3.7608695652,2.9411764706,1.125,1.125,-,-,-,-,98.2907801418,133.1847826087,55.1176470588,20.9375,20.9375,-,-,-,-,13859,12253,937,670,670,-,-,-,-
1401,"25206","060004","","","","ëêí√és","ïΩà‰ÇSíöñ⁄",286,144,12,130,105,25,-,-,-,720,486,36,198,169,29,-,-,-,2.5174825175,3.375,3,1.5230769231,1.6095238095,1.16,-,-,-,76.8706293706,115.5902777778,62.3333333333,35.3230769231,35.9333333333,32.8,-,-,-,21985,16645,748,4592,3773,820,-,-,-
