ken,年次_seireki,gengo,renban,ken_n,死亡数,死亡率
大阪,57,32,56,27,35104,7.1
大阪,58,33,57,27,32429,6.4
大阪,59,34,58,27,32957,6.3
大阪,1960,35,59,27,35253,6.4
大阪,61,36,60,27,34770,6.1
大阪,62,37,61,27,36082,6
大阪,63,38,62,27,34659,5.6
大阪,64,39,63,27,35794,5.6
大阪,65,40,64,27,36860,5.5
大阪,66,41,65,27,36911,5.4
大阪,67,42,66,27,37056,5.4
大阪,68,43,67,27,38266,5.4
大阪,69,44,68,27,39061,5.4
大阪,1970,45,69,27,40464,5.4
大阪,71,46,70,27,39080,5.1
大阪,72,47,71,27,40188,5.2
大阪,73,48,72,27,41356,5.2
大阪,74,49,73,27,41676,5.2
大阪,75,50,74,27,41299,5.1
大阪,76,51,75,27,42075,5.1
大阪,77,52,76,27,41459,5
大阪,78,53,77,27,41737,5
大阪,79,54,78,27,42157,5.1
大阪,1980,55,79,27,44272,5.3
大阪,81,56,80,27,44380,5.3
大阪,82,57,81,27,44578,5.3
大阪,83,58,82,27,46301,5.5
大阪,84,59,83,27,46916,5.5
大阪,85,60,84,27,48152,5.6
大阪,86,61,85,27,48266,5.7
大阪,87,62,86,27,48488,5.7
大阪,88,63,87,27,50704,5.9
大阪,89,平成元年,88,27,50812,5.9
大阪,1990,2,89,27,52844,6.2
大阪,91,3,90,27,53110,6.2
大阪,92,4,91,27,54914,6.4
大阪,93,5,92,27,56442,6.6
大阪,94,6,93,27,55741,6.5
大阪,95,7,94,27,58255,6.8
大阪,96,8,95,27,57187,6.6
大阪,97,9,96,27,57864,6.7
大阪,98,10,97,27,59647,6.9
兵庫,1899,明治32年,1,28,35995,21.4
兵庫,1900,33,2,28,35358,20.8
兵庫,1,34,3,28,35876,20.9
兵庫,2,35,4,28,38400,22.1
兵庫,3,36,5,28,36369,20.6
兵庫,4,37,6,28,37470,21
兵庫,5,38,7,28,39792,22
兵庫,6,39,8,28,37855,20.6
兵庫,7,40,9,28,40434,21.7
兵庫,8,41,10,28,42034,22.2
兵庫,9,42,11,28,44773,23.3
兵庫,1910,43,12,28,42662,21.9
兵庫,11,44,13,28,39906,20.1
兵庫,12,大正元年,14,28,39252,19.5
兵庫,13,2,15,28,41292,20.2
兵庫,14,3,16,28,44256,21.3
兵庫,15,4,17,28,43841,20.7
兵庫,16,5,18,28,45683,21.3
兵庫,17,6,19,28,49346,22.6
兵庫,18,7,20,28,63416,29.1
兵庫,19,8,21,28,52380,23.7
兵庫,1920,9,22,28,62557,27.18
兵庫,21,10,23,28,51175,21.8
兵庫,22,11,24,28,52043,21.72
兵庫,23,12,25,28,51281,20.99
兵庫,24,13,26,28,52729,21.14
兵庫,25,14,27,28,48412,19.72
兵庫,26,昭和元年,28,28,46871,18.85
兵庫,27,2,29,28,48434,19.23
兵庫,28,3,30,28,48560,19.03
兵庫,29,4,31,28,50797,19.66
兵庫,1930,5,32,28,46337,17.51
兵庫,31,6,33,28,49037,18.27
兵庫,32,7,34,28,47713,17.53
兵庫,33,8,35,28,49431,17.91
兵庫,34,9,36,28,48827,17.45
兵庫,35,10,37,28,47639,16.3
兵庫,36,11,38,28,50337,16.89
兵庫,37,12,39,28,49466,16.28
兵庫,38,13,40,28,51522,16.65
兵庫,39,14,41,28,53140,16.97
兵庫,1940,15,42,28,46853,14.55
兵庫,41,16,43,28,47035,14.27
兵庫,42,17,44,28,48541,14.38
兵庫,43,18,45,28,52763,.
兵庫,47,22,46,28,44814,14.7
兵庫,48,23,47,28,35268,11.2
兵庫,49,24,48,28,34416,10.6
兵庫,1950,25,49,28,33340,10.1
兵庫,51,26,50,28,31246,9.2
兵庫,52,27,51,28,29177,8.4
兵庫,53,28,52,28,28838,8.2
兵庫,54,29,53,28,27328,7.6
兵庫,55,30,54,28,26690,7.4
兵庫,56,31,55,28,28408,7.7
兵庫,57,32,56,28,30103,8.1
兵庫,58,33,57,28,27371,7.2
兵庫,59,34,58,28,27610,7.2
兵庫,1960,35,59,28,29350,7.5
兵庫,61,36,60,28,28727,7.2
兵庫,62,37,61,28,28907,7.1
兵庫,63,38,62,28,28177,6.8
兵庫,64,39,63,28,28363,6.7
兵庫,65,40,64,28,29489,6.8
兵庫,66,41,65,28,28657,6.6
兵庫,67,42,66,28,28652,6.6
兵庫,68,43,67,28,29068,6.6
兵庫,69,44,68,28,29545,6.6
兵庫,1970,45,69,28,30259,6.6
兵庫,71,46,70,28,29451,6.3
兵庫,72,47,71,28,29832,6.3
兵庫,73,48,72,28,30907,6.4
兵庫,74,49,73,28,31235,6.4
兵庫,75,50,74,28,30466,6.2
兵庫,76,51,75,28,30712,6.2
兵庫,77,52,76,28,30191,6
兵庫,78,53,77,28,30512,6.1
兵庫,79,54,78,28,30667,6.1
兵庫,1980,55,79,28,32275,6.4
兵庫,81,56,80,28,32453,6.4
兵庫,82,57,81,28,31794,6.2
兵庫,83,58,82,28,33079,6.4
兵庫,84,59,83,28,33559,6.5
兵庫,85,60,84,28,33952,6.4
兵庫,86,61,85,28,34288,6.6
兵庫,87,62,86,28,33699,6.4
兵庫,88,63,87,28,35838,6.8
兵庫,89,平成元年,88,28,36075,6.8
兵庫,1990,2,89,28,36787,6.9
兵庫,91,3,90,28,37767,7
兵庫,92,4,91,28,38502,7.1
兵庫,93,5,92,28,39675,7.3
兵庫,94,6,93,28,39484,7.3
兵庫,95,7,94,28,47044,8.8
兵庫,96,8,95,28,39112,7.3
兵庫,97,9,96,28,39797,7.4
兵庫,98,10,97,28,40931,7.6
奈良,1899,明治32年,1,29,11056,21.1
奈良,1900,33,2,29,12212,23.2
奈良,1,34,3,29,11799,22.2
奈良,2,35,4,29,11860,22.2
奈良,3,36,5,29,11271,20.9
奈良,4,37,6,29,11006,20.3
奈良,5,38,7,29,11837,21.8
奈良,6,39,8,29,11196,20.5
奈良,7,40,9,29,11547,21.1
奈良,8,41,10,29,12154,22.2
奈良,9,42,11,29,11894,21.6
奈良,1910,43,12,29,11521,20.9
奈良,11,44,13,29,11623,20.5
奈良,12,大正元年,14,29,11316,19.7
奈良,13,2,15,29,11436,19.7
奈良,14,3,16,29,11873,20.2
奈良,15,4,17,29,11509,19.4
奈良,16,5,18,29,12242,20.4
奈良,17,6,19,29,12705,20.9
奈良,18,7,20,29,15888,27.3
奈良,19,8,21,29,13004,22.3
奈良,1920,9,22,29,14820,26.24
奈良,21,10,23,29,13002,22.92
奈良,22,11,24,29,12214,21.44
奈良,23,12,25,29,12246,21.39
奈良,24,13,26,29,12385,21.51
奈良,25,14,27,29,12267,21.01
奈良,26,昭和元年,28,29,11153,18.97
奈良,27,2,29,29,11961,20.21
奈良,28,3,30,29,11479,19.26
奈良,29,4,31,29,12397,20.66
奈良,1930,5,32,29,11094,18.61
奈良,31,6,33,29,12058,20.14
奈良,32,7,34,29,11728,19.51
奈良,33,8,35,29,11637,19.28
奈良,34,9,36,29,12690,20.94
奈良,35,10,37,29,11778,18.98
奈良,36,11,38,29,11780,18.83
奈良,37,12,39,29,11336,17.98
奈良,38,13,40,29,11437,18
奈良,39,14,41,29,11608,18.17
奈良,1940,15,42,29,10613,17.1
奈良,41,16,43,29,10789,17.35
奈良,42,17,44,29,10477,16.81
奈良,43,18,45,29,11316,.
奈良,47,22,46,29,12200,15.6
奈良,48,23,47,29,9700,12.5
奈良,49,24,48,29,9549,12.4
奈良,1950,25,49,29,8571,11.2
奈良,51,26,50,29,7804,10.2
奈良,52,27,51,29,7524,9.8
奈良,53,28,52,29,7305,9.5
奈良,54,29,53,29,6998,9
奈良,55,30,54,29,6697,8.6
奈良,56,31,55,29,7004,9
奈良,57,32,56,29,7311,9.5
奈良,58,33,57,29,6485,8.4
奈良,59,34,58,29,6736,8.7
奈良,1960,35,59,29,6952,8.9
奈良,61,36,60,29,6576,8.4
奈良,62,37,61,29,6660,8.5
奈良,63,38,62,29,6482,8.2
奈良,64,39,63,29,6303,7.8
奈良,65,40,64,29,6701,8.1
奈良,66,41,65,29,6369,7.6
奈良,67,42,66,29,6334,7.5
奈良,68,43,67,29,6642,7.6
奈良,69,44,68,29,6628,7.4
奈良,1970,45,69,29,6843,7.4
奈良,71,46,70,29,6619,6.9
奈良,72,47,71,29,6601,6.7
奈良,73,48,72,29,7028,6.9
奈良,74,49,73,29,7224,6.9
奈良,75,50,74,29,7055,6.6
奈良,76,51,75,29,7290,6.7
奈良,77,52,76,29,6979,6.2
奈良,78,53,77,29,7006,6.1
奈良,79,54,78,29,7323,6.2
奈良,1980,55,79,29,7623,6.3
奈良,81,56,80,29,7709,6.3
奈良,82,57,81,29,7590,6.1
奈良,83,58,82,29,7939,6.3
奈良,84,59,83,29,8073,6.3
奈良,85,60,84,29,8295,6.4
奈良,86,61,85,29,8284,6.3
奈良,87,62,86,29,8262,6.2
奈良,88,63,87,29,8649,6.4
奈良,89,平成元年,88,29,8510,6.2
奈良,1990,2,89,29,8958,6.5
奈良,91,3,90,29,9239,6.7
奈良,92,4,91,29,9325,6.7
奈良,93,5,92,29,9738,6.9
奈良,94,6,93,29,9637,6.8
奈良,95,7,94,29,10106,7.1
奈良,96,8,95,29,9769,6.8
奈良,97,9,96,29,9982,7
奈良,98,10,97,29,10345,7.2
和歌山,1899,明治32年,1,30,12939,19.6
和歌山,1900,33,2,30,13459,20.2
和歌山,1,34,3,30,12918,19.3
和歌山,2,35,4,30,13132,19.5
和歌山,3,36,5,30,13231,19.5
和歌山,4,37,6,30,12976,19
和歌山,5,38,7,30,13969,20.3
和歌山,6,39,8,30,13300,19.2
和歌山,7,40,9,30,13520,19.4
和歌山,8,41,10,30,13737,19.6
和歌山,9,42,11,30,15029,21.3
和歌山,1910,43,12,30,14460,20.4
和歌山,11,44,13,30,13279,18.1
和歌山,12,大正元年,14,30,13927,18.7
和歌山,13,2,15,30,13036,17.2
和歌山,14,3,16,30,14678,19.1
和歌山,15,4,17,30,14030,17.9
和歌山,16,5,18,30,14821,18.7
和歌山,17,6,19,30,15873,19.7
和歌山,18,7,20,30,20092,25.8
和歌山,19,8,21,30,15406,19.7
和歌山,1920,9,22,30,16479,21.96
和歌山,21,10,23,30,16392,21.63
和歌山,22,11,24,30,16034,20.95
和歌山,23,12,25,30,14884,19.28
和歌山,24,13,26,30,15119,19.42
和歌山,25,14,27,30,15037,19.09
和歌山,26,昭和元年,28,30,14076,17.7
和歌山,27,2,29,30,14585,18.16
和歌山,28,3,30,30,15061,18.57
和歌山,29,4,31,30,14976,18.29
和歌山,1930,5,32,30,14357,17.28
和歌山,31,6,33,30,15241,18.16
和歌山,32,7,34,30,14543,17.16
和歌山,33,8,35,30,14554,17
和歌山,34,9,36,30,15059,17.41
和歌山,35,10,37,30,15230,17.63
和歌山,36,11,38,30,14627,16.79
和歌山,37,12,39,30,13988,15.93
和歌山,38,13,40,30,14554,16.45
和歌山,39,14,41,30,15037,16.91
和歌山,1940,15,42,30,13839,16
和歌山,41,16,43,30,13096,15.1
和歌山,42,17,44,30,14107,16.22
和歌山,43,18,45,30,14526,.
和歌山,47,22,46,30,13804,14.4
和歌山,48,23,47,30,11037,11.3
和歌山,49,24,48,30,11092,11.3
和歌山,1950,25,49,30,10449,10.6
和歌山,51,26,50,30,9339,9.5
和歌山,52,27,51,30,8980,9.1
和歌山,53,28,52,30,9733,9.8
和歌山,54,29,53,30,8815,8.8
和歌山,55,30,54,30,8266,8.2
和歌山,56,31,55,30,8920,8.8
和歌山,57,32,56,30,9015,9
和歌山,58,33,57,30,8550,8.5
和歌山,59,34,58,30,8315,8.3
和歌山,1960,35,59,30,8703,8.7
和歌山,61,36,60,30,8682,8.6
和歌山,62,37,61,30,8762,8.7
和歌山,63,38,62,30,8464,8.3
和歌山,64,39,63,30,8306,8.1
和歌山,65,40,64,30,8651,8.4
和歌山,66,41,65,30,8310,8.1
和歌山,67,42,66,30,8421,8.2
和歌山,68,43,67,30,8401,8.1
和歌山,69,44,68,30,8378,8.1
和歌山,1970,45,69,30,8805,8.5
和歌山,71,46,70,30,8508,8.2
和歌山,72,47,71,30,8501,8.1
和歌山,73,48,72,30,8638,8.2
和歌山,74,49,73,30,8541,8.1
和歌山,75,50,74,30,8423,7.9
和歌山,76,51,75,30,8481,7.9
和歌山,77,52,76,30,8316,7.7
和歌山,78,53,77,30,8100,7.5
和歌山,79,54,78,30,8466,7.8
和歌山,1980,55,79,30,8721,8.1
和歌山,81,56,80,30,8588,7.9
和歌山,82,57,81,30,8490,7.8
和歌山,83,58,82,30,8792,8.1
和歌山,84,59,83,30,8647,8
和歌山,85,60,84,30,8921,8.2
和歌山,86,61,85,30,9036,8.4
和歌山,87,62,86,30,8981,8.3
和歌山,88,63,87,30,9201,8.6
和歌山,89,平成元年,88,30,8913,8.3
和歌山,1990,2,89,30,9281,8.7
和歌山,91,3,90,30,9387,8.8
和歌山,92,4,91,30,9641,9
和歌山,93,5,92,30,9741,9.1
和歌山,94,6,93,30,9653,9
和歌山,95,7,94,30,10064,9.4
和歌山,96,8,95,30,9747,9.1
和歌山,97,9,96,30,9770,9.1
和歌山,98,10,97,30,10037,9.4
鳥取,1899,明治32年,1,31,7017,17.1
鳥取,1900,33,2,31,7559,18.3
鳥取,1,34,3,31,7077,17
鳥取,2,35,4,31,7335,17.5
鳥取,3,36,5,31,7468,17.7
鳥取,4,37,6,31,7653,18.1
鳥取,5,38,7,31,7436,17.5
鳥取,6,39,8,31,7494,17.6
鳥取,7,40,9,31,8227,19.3
鳥取,8,41,10,31,7871,18.5
鳥取,9,42,11,31,8348,19.5
鳥取,1910,43,12,31,8078,18.9
鳥取,11,44,13,31,7983,18
鳥取,12,大正元年,14,31,8156,18.2
鳥取,13,2,15,31,8195,18
鳥取,14,3,16,31,8550,18.5
鳥取,15,4,17,31,7972,17.1
鳥取,16,5,18,31,8481,17.9
鳥取,17,6,19,31,9039,18.9
鳥取,18,7,20,31,11773,26
鳥取,19,8,21,31,9326,20.6
鳥取,1920,9,22,31,10745,23.63
鳥取,21,10,23,31,9581,20.94
鳥取,22,11,24,31,9773,21.25
鳥取,23,12,25,31,10190,22.05
鳥取,24,13,26,31,9964,21.46
鳥取,25,14,27,31,9414,19.94
鳥取,26,昭和元年,28,31,8989,18.89
鳥取,27,2,29,31,9519,19.85
鳥取,28,3,30,31,9069,18.76
鳥取,29,4,31,31,10064,20.66
鳥取,1930,5,32,31,9409,19.23
鳥取,31,6,33,31,9587,19.46
鳥取,32,7,34,31,9231,18.61
鳥取,33,8,35,31,8806,17.64
鳥取,34,9,36,31,9571,19.04
鳥取,35,10,37,31,8825,17.99
鳥取,36,11,38,31,9071,18.49
鳥取,37,12,39,31,8897,18.12
鳥取,38,13,40,31,9344,19.02
鳥取,39,14,41,31,9555,19.44
鳥取,1940,15,42,31,8450,17.44
鳥取,41,16,43,31,8774,18.14
鳥取,42,17,44,31,8452,17.5
鳥取,43,18,45,31,9861,.
鳥取,47,22,46,31,9149,15.6
鳥取,48,23,47,31,7673,12.9
鳥取,49,24,48,31,7328,12.3
鳥取,1950,25,49,31,6654,11.1
鳥取,51,26,50,31,6224,10.4
鳥取,52,27,51,31,5870,9.7
鳥取,53,28,52,31,5710,9.4
鳥取,54,29,53,31,5219,8.5
鳥取,55,30,54,31,5106,8.3
鳥取,56,31,55,31,5337,8.7
鳥取,57,32,56,31,5512,9
鳥取,58,33,57,31,5127,8.4
鳥取,59,34,58,31,5023,8.2
鳥取,1960,35,59,31,5473,9.1
鳥取,61,36,60,31,5315,8.9
鳥取,62,37,61,31,5112,8.6
鳥取,63,38,62,31,5135,8.7
鳥取,64,39,63,31,5138,8.7
鳥取,65,40,64,31,5322,9.2
鳥取,66,41,65,31,4998,8.7
鳥取,67,42,66,31,5014,8.7
鳥取,68,43,67,31,5072,8.9
鳥取,69,44,68,31,5096,8.9
鳥取,1970,45,69,31,5210,9.2
鳥取,71,46,70,31,4969,8.8
鳥取,72,47,71,31,4881,8.6
鳥取,73,48,72,31,4666,8.2
鳥取,74,49,73,31,4895,8.5
鳥取,75,50,74,31,4901,8.5
鳥取,76,51,75,31,4871,8.3
鳥取,77,52,76,31,4807,8.2
鳥取,78,53,77,31,4856,8.2
鳥取,79,54,78,31,4674,7.8
鳥取,1980,55,79,31,4970,8.3
鳥取,81,56,80,31,4810,8
鳥取,82,57,81,31,4740,7.8
鳥取,83,58,82,31,4991,8.2
鳥取,84,59,83,31,5043,8.2
鳥取,85,60,84,31,4851,7.8
鳥取,86,61,85,31,4980,8.1
鳥取,87,62,86,31,4810,7.8
鳥取,88,63,87,31,5181,8.4
鳥取,89,平成元年,88,31,4950,8
鳥取,1990,2,89,31,5224,8.5
鳥取,91,3,90,31,5394,8.8
鳥取,92,4,91,31,5383,8.8
鳥取,93,5,92,31,5521,9
鳥取,94,6,93,31,5518,9
鳥取,95,7,94,31,5789,9.4
鳥取,96,8,95,31,5382,8.8
鳥取,97,9,96,31,5672,9.3
鳥取,98,10,97,31,5585,9.1
島根,1899,明治32年,1,32,13749,19.4
島根,1900,33,2,32,15506,21.9
島根,1,34,3,32,14505,20.4
島根,2,35,4,32,14097,19.7
島根,3,36,5,32,14209,19.8
島根,4,37,6,32,14857,20.7
島根,5,38,7,32,14903,20.7
島根,6,39,8,32,13667,19
島根,7,40,9,32,15942,22.1
島根,8,41,10,32,15474,21.4
島根,9,42,11,32,15521,21.5
島根,1910,43,12,32,15037,20.8
島根,11,44,13,32,14616,19.8
島根,12,大正元年,14,32,15104,20.3
島根,13,2,15,32,14582,19.4
島根,14,3,16,32,15740,20.8
島根,15,4,17,32,15483,20.3
島根,16,5,18,32,17736,23.1
島根,17,6,19,32,16633,21.5
島根,18,7,20,32,22205,31.1
島根,19,8,21,32,16257,23
島根,1920,9,22,32,17928,25.09
島根,21,10,23,32,16834,23.64
島根,22,11,24,32,17332,24.43
島根,23,12,25,32,18441,26.07
島根,24,13,26,32,17519,24.82
島根,25,14,27,32,16084,22.26
島根,26,昭和元年,28,32,16175,22.34
島根,27,2,29,32,16456,22.68
島根,28,3,30,32,16389,22.53
島根,29,4,31,32,18019,24.72
島根,1930,5,32,32,17153,23.2
島根,31,6,33,32,16885,22.73
島根,32,7,34,32,16386,21.96
島根,33,8,35,32,15710,20.96
島根,34,9,36,32,15931,21.15
島根,35,10,37,32,14854,19.88
島根,36,11,38,32,15962,21.32
島根,37,12,39,32,14926,19.89
島根,38,13,40,32,16430,21.85
島根,39,14,41,32,17060,22.66
島根,1940,15,42,32,14747,19.9
島根,41,16,43,32,14285,19.28
島根,42,17,44,32,13901,18.73
島根,43,18,45,32,14254,.
島根,47,22,46,32,14768,16.5
島根,48,23,47,32,12119,13.4
島根,49,24,48,32,11952,13.1
島根,1950,25,49,32,11704,12.8
島根,51,26,50,32,10073,11
島根,52,27,51,32,9597,10.5
島根,53,28,52,32,9647,10.5
島根,54,29,53,32,8940,9.7
島根,55,30,54,32,8397,9
島根,56,31,55,32,9051,9.8
島根,57,32,56,32,8908,9.7
島根,58,33,57,32,8006,8.7
島根,59,34,58,32,8004,8.8
島根,1960,35,59,32,8434,9.5
島根,61,36,60,32,8271,9.4
島根,62,37,61,32,8249,9.5
島根,63,38,62,32,8316,9.7
島根,64,39,63,32,7793,9.3
島根,65,40,64,32,8176,10
島根,66,41,65,32,7499,9.3
島根,67,42,66,32,7380,9.2
島根,68,43,67,32,7660,9.7
島根,69,44,68,32,7584,9.7
島根,1970,45,69,32,7789,10.1
島根,71,46,70,32,7340,9.6
島根,72,47,71,32,7233,9.5
島根,73,48,72,32,7214,9.5
島根,74,49,73,32,7189,9.4
島根,75,50,74,32,7197,9.4
島根,76,51,75,32,7179,9.3
島根,77,52,76,32,6978,9
島根,78,53,77,32,6820,8.8
島根,79,54,78,32,6747,8.6
島根,1980,55,79,32,7105,9.1
島根,81,56,80,32,6745,8.6
島根,82,57,81,32,6671,8.5
島根,83,58,82,32,7040,9
島根,84,59,83,32,6663,8.5
島根,85,60,84,32,6633,8.3
島根,86,61,85,32,6696,8.5
島根,87,62,86,32,6553,8.3
島根,88,63,87,32,6862,8.7
島根,89,平成元年,88,32,6907,8.8
島根,1990,2,89,32,7078,9.1
島根,91,3,90,32,7045,9.1
島根,92,4,91,32,7280,9.4
島根,93,5,92,32,7280,9.5
島根,94,6,93,32,7337,9.5
島根,95,7,94,32,7687,10
島根,96,8,95,32,7501,9.8
島根,97,9,96,32,7554,9.9
島根,98,10,97,32,7384,9.7
岡山,1899,明治32年,1,33,23144,20.9
岡山,1900,33,2,33,22122,19.8
岡山,1,34,3,33,23427,20.8
岡山,2,35,4,33,25760,22.7
岡山,3,36,5,33,22853,20
岡山,4,37,6,33,22931,19.9
岡山,5,38,7,33,24397,21.1
岡山,6,39,8,33,22983,19.8
岡山,7,40,9,33,24251,20.8
岡山,8,41,10,33,25689,21.9
岡山,9,42,11,33,25098,21.3
岡山,1910,43,12,33,24908,21
岡山,11,44,13,33,23320,19.3
岡山,12,大正元年,14,33,23948,19.6
岡山,13,2,15,33,22584,18.3
岡山,14,3,16,33,24712,19.8
岡山,15,4,17,33,24051,19.1
岡山,16,5,18,33,24648,19.4
岡山,17,6,19,33,25400,19.8
岡山,18,7,20,33,31916,25.5
岡山,19,8,21,33,26893,21.4
岡山,1920,9,22,33,28823,23.67
岡山,21,10,23,33,27212,22.22
岡山,22,11,24,33,26411,21.44
岡山,23,12,25,33,26503,21.4
岡山,24,13,26,33,26902,21.59
岡山,25,14,27,33,23469,18.95
岡山,26,昭和元年,28,33,24506,19.72
岡山,27,2,29,33,25290,20.28
岡山,28,3,30,33,24322,19.43
岡山,29,4,31,33,25864,20.59
岡山,1930,5,32,33,22813,17.77
岡山,31,6,33,33,24433,18.9
岡山,32,7,34,33,23368,17.95
岡山,33,8,35,33,24918,19.01
岡山,34,9,36,33,24586,18.62
岡山,35,10,37,33,23318,17.5
岡山,36,11,38,33,25309,18.85
岡山,37,12,39,33,24024,17.76
岡山,38,13,40,33,25458,18.68
岡山,39,14,41,33,25652,18.73
岡山,1940,15,42,33,22865,17.2
岡山,41,16,43,33,22083,16.54
岡山,42,17,44,33,22301,16.65
岡山,43,18,45,33,24296,.
岡山,47,22,46,33,25683,15.9
岡山,48,23,47,33,21165,12.8
岡山,49,24,48,33,19513,11.8
岡山,1950,25,49,33,18734,11.3
岡山,51,26,50,33,16965,10.1
岡山,52,27,51,33,15623,9.3
岡山,53,28,52,33,15778,9.3
岡山,54,29,53,33,14763,8.7
岡山,55,30,54,33,13783,8.2
岡山,56,31,55,33,14794,8.7
岡山,57,32,56,33,15652,9.3
岡山,58,33,57,33,14182,8.4
岡山,59,34,58,33,14061,8.3
岡山,1960,35,59,33,14916,8.9
岡山,61,36,60,33,13978,8.4
岡山,62,37,61,33,14431,8.7
岡山,63,38,62,33,13754,8.3
岡山,64,39,63,33,13442,8.2
岡山,65,40,64,33,14139,8.6
岡山,66,41,65,33,13407,8.1
岡山,67,42,66,33,13387,8.1
岡山,68,43,67,33,13426,8
岡山,69,44,68,33,13683,8.1
岡山,1970,45,69,33,13875,8.2
岡山,71,46,70,33,13362,7.8
岡山,72,47,71,33,13230,7.6
岡山,73,48,72,33,13908,7.9
岡山,74,49,73,33,13717,7.7
岡山,75,50,74,33,13865,7.7
岡山,76,51,75,33,14026,7.7
岡山,77,52,76,33,13295,7.2
岡山,78,53,77,33,13387,7.3
岡山,79,54,78,33,13227,7.1
岡山,1980,55,79,33,14019,7.5
岡山,81,56,80,33,13662,7.3
岡山,82,57,81,33,13656,7.3
岡山,83,58,82,33,14196,7.5
岡山,84,59,83,33,14167,7.5
岡山,85,60,84,33,14358,7.5
岡山,86,61,85,33,14405,7.5
岡山,87,62,86,33,13931,7.3
岡山,88,63,87,33,15022,7.8
岡山,89,平成元年,88,33,14594,7.6
岡山,1990,2,89,33,15343,8
岡山,91,3,90,33,15066,7.8
岡山,92,4,91,33,15661,8.1
岡山,93,5,92,33,15954,8.3
岡山,94,6,93,33,16091,8.3
岡山,95,7,94,33,16543,8.5
岡山,96,8,95,33,16193,8.3
岡山,97,9,96,33,16236,8.4
岡山,98,10,97,33,16340,8.4
広島,1899,明治32年,1,34,26878,19
広島,1900,33,2,34,29215,20.5
広島,1,34,3,34,28484,19.8
広島,2,35,4,34,31353,21.7
広島,3,36,5,34,29226,20
広島,4,37,6,34,31625,21.5
広島,5,38,7,34,33127,22.3
広島,6,39,8,34,30954,20.6
広島,7,40,9,34,31816,21
広島,8,41,10,34,31379,20.5
広島,9,42,11,34,32940,21.3
広島,1910,43,12,34,32554,20.8
広島,11,44,13,34,30115,19
広島,12,大正元年,14,34,30523,19
広島,13,2,15,34,30761,18.9
広島,14,3,16,34,33809,20.6
広島,15,4,17,34,30665,18.5
広島,16,5,18,34,34959,20.8
広島,17,6,19,34,33344,19.6
広島,18,7,20,34,46120,28.3
広島,19,8,21,34,35082,21.5
広島,1920,9,22,34,39927,25.89
広島,21,10,23,34,34661,22.33
広島,22,11,24,34,35354,22.62
広島,23,12,25,34,35590,22.62
広島,24,13,26,34,37634,23.76
広島,25,14,27,34,33252,20.56
広島,26,昭和元年,28,34,32233,19.73
広島,27,2,29,34,32983,20
広島,28,3,30,34,31784,19.08
広島,29,4,31,34,31920,18.98
広島,1930,5,32,34,30332,17.93
広島,31,6,33,34,31519,18.47
広島,32,7,34,34,31282,18.17
広島,33,8,35,34,30627,17.64
広島,34,9,36,34,31731,18.12
広島,35,10,37,34,29892,16.56
広島,36,11,38,34,33440,18.29
広島,37,12,39,34,30686,16.57
広島,38,13,40,34,33727,17.99
広島,39,14,41,34,34697,18.36
広島,1940,15,42,34,30306,16.23
広島,41,16,43,34,29283,15.49
広島,42,17,44,34,30835,16.11
広島,43,18,45,34,32967,.
広島,47,22,46,34,30212,15
広島,48,23,47,34,23909,11.7
広島,49,24,48,34,23372,11.3
広島,1950,25,49,34,22240,10.7
広島,51,26,50,34,21039,10
広島,52,27,51,34,19131,9.1
広島,53,28,52,34,19706,9.3
広島,54,29,53,34,17940,8.4
広島,55,30,54,34,17560,8.2
広島,56,31,55,34,18598,8.6
広島,57,32,56,34,19223,8.9
広島,58,33,57,34,17303,7.9
広島,59,34,58,34,17535,8
広島,1960,35,59,34,18584,8.5
広島,61,36,60,34,17816,8.1
広島,62,37,61,34,17910,8.1
広島,63,38,62,34,17483,7.8
広島,64,39,63,34,17044,7.6
広島,65,40,64,34,17969,7.9
広島,66,41,65,34,17104,7.4
広島,67,42,66,34,17293,7.4
広島,68,43,67,34,17573,7.4
広島,69,44,68,34,17818,7.4
広島,1970,45,69,34,18404,7.6
広島,71,46,70,34,17558,7.1
広島,72,47,71,34,17545,7
広島,73,48,72,34,18073,7.1
広島,74,49,73,34,18016,7
広島,75,50,74,34,18057,6.9
広島,76,51,75,34,18003,6.8
広島,77,52,76,34,17358,6.5
広島,78,53,77,34,17257,6.4
広島,79,54,78,34,17470,6.5
広島,1980,55,79,34,18235,6.7
広島,81,56,80,34,18108,6.6
広島,82,57,81,34,17778,6.4
広島,83,58,82,34,18552,6.7
広島,84,59,83,34,18540,6.7
広島,85,60,84,34,19129,6.8
広島,86,61,85,34,19138,6.8
広島,87,62,86,34,18716,6.6
広島,88,63,87,34,19487,6.9
広島,89,平成元年,88,34,19293,6.8
広島,1990,2,89,34,20468,7.2
広島,91,3,90,34,20566,7.2
広島,92,4,91,34,21229,7.5
広島,93,5,92,34,21536,7.6
広島,94,6,93,34,21577,7.6
広島,95,7,94,34,22650,7.9
広島,96,8,95,34,21736,7.6
広島,97,9,96,34,22425,7.8
広島,98,10,97,34,22705,7.9
山口,1899,明治32年,1,35,17654,18.4
山口,1900,33,2,35,19545,20.2
山口,1,34,3,35,17914,18.4
山口,2,35,4,35,18818,19.2
山口,3,36,5,35,18542,18.8
