ken,年次_seireki,gengo,renban,ken_n,死亡数,死亡率
山梨,96,8,95,19,7014,8
山梨,97,9,96,19,7005,8
山梨,98,10,97,19,7311,8.3
長野,1899,明治32年,1,20,25411,20.6
長野,1900,33,2,20,25416,20.3
長野,1,34,3,20,25738,20.3
長野,2,35,4,20,24389,19
長野,3,36,5,20,24845,19.1
長野,4,37,6,20,26200,20
長野,5,38,7,20,27690,21
長野,6,39,8,20,26027,19.6
長野,7,40,9,20,27444,20.5
長野,8,41,10,20,27171,20.1
長野,9,42,11,20,30900,22.7
長野,1910,43,12,20,27672,20.1
長野,11,44,13,20,27772,19.7
長野,12,大正元年,14,20,29899,20.9
長野,13,2,15,20,28064,19.4
長野,14,3,16,20,28593,19.5
長野,15,4,17,20,28657,19.3
長野,16,5,18,20,33131,22
長野,17,6,19,20,31474,20.6
長野,18,7,20,20,40030,26.2
長野,19,8,21,20,33939,22
長野,1920,9,22,20,36723,23.5
長野,21,10,23,20,31516,19.92
長野,22,11,24,20,32821,20.49
長野,23,12,25,20,31140,19.22
長野,24,13,26,20,32043,19.5
長野,25,14,27,20,30966,19.01
長野,26,昭和元年,28,20,28365,17.26
長野,27,2,29,20,29692,17.92
長野,28,3,30,20,30454,18.22
長野,29,4,31,20,30240,17.94
長野,1930,5,32,20,28841,16.8
長野,31,6,33,20,29346,16.92
長野,32,7,34,20,28246,16.13
長野,33,8,35,20,27708,15.66
長野,34,9,36,20,29164,16.32
長野,35,10,37,20,27422,16
長野,36,11,38,20,28787,16.8
長野,37,12,39,20,27730,16.19
長野,38,13,40,20,28532,16.66
長野,39,14,41,20,28998,16.94
長野,1940,15,42,20,27310,15.96
長野,41,16,43,20,26169,15.31
長野,42,17,44,20,26047,15.22
長野,43,18,45,20,27588,.
長野,47,22,46,20,27744,13.5
長野,48,23,47,20,23692,11.4
長野,49,24,48,20,22749,11
長野,1950,25,49,20,21442,10.4
長野,51,26,50,20,19671,9.6
長野,52,27,51,20,17931,8.8
長野,53,28,52,20,19001,9.3
長野,54,29,53,20,16989,8.4
長野,55,30,54,20,16993,8.4
長野,56,31,55,20,17262,8.6
長野,57,32,56,20,18222,9.1
長野,58,33,57,20,16536,8.3
長野,59,34,58,20,16802,8.5
長野,1960,35,59,20,17202,8.7
長野,61,36,60,20,16773,8.5
長野,62,37,61,20,17148,8.7
長野,63,38,62,20,16086,8.2
長野,64,39,63,20,16783,8.5
長野,65,40,64,20,17476,8.9
長野,66,41,65,20,15935,8.2
長野,67,42,66,20,16016,8.2
長野,68,43,67,20,16191,8.3
長野,69,44,68,20,15994,8.2
長野,1970,45,69,20,16535,8.5
長野,71,46,70,20,15713,8
長野,72,47,71,20,15491,7.9
長野,73,48,72,20,16258,8.2
長野,74,49,73,20,16356,8.2
長野,75,50,74,20,15685,7.8
長野,76,51,75,20,15453,7.6
長野,77,52,76,20,15545,7.6
長野,78,53,77,20,15315,7.5
長野,79,54,78,20,14890,7.2
長野,1980,55,79,20,15703,7.6
長野,81,56,80,20,15206,7.3
長野,82,57,81,20,14947,7.1
長野,83,58,82,20,15419,7.3
長野,84,59,83,20,15840,7.5
長野,85,60,84,20,15975,7.4
長野,86,61,85,20,15536,7.3
長野,87,62,86,20,15631,7.3
長野,88,63,87,20,16571,7.7
長野,89,平成元年,88,20,16124,7.5
長野,1990,2,89,20,16646,7.7
長野,91,3,90,20,16823,7.8
長野,92,4,91,20,17790,8.3
長野,93,5,92,20,17576,8.1
長野,94,6,93,20,18199,8.4
長野,95,7,94,20,18052,8.3
長野,96,8,95,20,18323,8.4
長野,97,9,96,20,18542,8.5
長野,98,10,97,20,18668,8.5
岐阜,1899,明治32年,1,21,19873,20.7
岐阜,1900,33,2,21,19833,20.5
岐阜,1,34,3,21,21279,21.8
岐阜,2,35,4,21,21489,21.9
岐阜,3,36,5,21,20664,20.9
岐阜,4,37,6,21,22421,22.6
岐阜,5,38,7,21,22190,22.4
岐阜,6,39,8,21,20591,20.7
岐阜,7,40,9,21,21781,21.9
岐阜,8,41,10,21,22340,22.4
岐阜,9,42,11,21,23190,23.3
岐阜,1910,43,12,21,22047,22.1
岐阜,11,44,13,21,22317,21.5
岐阜,12,大正元年,14,21,22145,21.1
岐阜,13,2,15,21,20502,19.3
岐阜,14,3,16,21,22804,21.1
岐阜,15,4,17,21,23092,21.1
岐阜,16,5,18,21,26584,24
岐阜,17,6,19,21,25021,22.3
岐阜,18,7,20,21,31649,29.1
岐阜,19,8,21,21,26872,24.6
岐阜,1920,9,22,21,27638,25.82
岐阜,21,10,23,21,25449,23.56
岐阜,22,11,24,21,25139,23.05
岐阜,23,12,25,21,26385,23.96
岐阜,24,13,26,21,24840,22.33
岐阜,25,14,27,21,24526,21.66
岐阜,26,昭和元年,28,21,22604,19.73
岐阜,27,2,29,21,24350,21.02
岐阜,28,3,30,21,26318,22.46
岐阜,29,4,31,21,24477,20.65
岐阜,1930,5,32,21,23744,20.15
岐阜,31,6,33,21,25032,21.08
岐阜,32,7,34,21,23395,19.55
岐阜,33,8,35,21,23264,19.3
岐阜,34,9,36,21,25948,21.36
岐阜,35,10,37,21,22460,18.32
岐阜,36,11,38,21,24842,20.1
岐阜,37,12,39,21,23672,19.01
岐阜,38,13,40,21,25099,20
岐阜,39,14,41,21,23191,18.38
岐阜,1940,15,42,21,23095,18.26
岐阜,41,16,43,21,22554,17.72
岐阜,42,17,44,21,20921,16.3
岐阜,43,18,45,21,23136,.
岐阜,47,22,46,21,22199,14.9
岐阜,48,23,47,21,18545,12.2
岐阜,49,24,48,21,18490,12.1
岐阜,1950,25,49,21,17297,11.2
岐阜,51,26,50,21,15947,10.3
岐阜,52,27,51,21,14673,9.3
岐阜,53,28,52,21,14841,9.4
岐阜,54,29,53,21,13245,8.4
岐阜,55,30,54,21,12749,8.1
岐阜,56,31,55,21,13505,8.5
岐阜,57,32,56,21,13843,8.7
岐阜,58,33,57,21,12628,7.9
岐阜,59,34,58,21,12976,8
岐阜,1960,35,59,21,13013,7.9
岐阜,61,36,60,21,13109,8
岐阜,62,37,61,21,13289,8
岐阜,63,38,62,21,12492,7.4
岐阜,64,39,63,21,12202,7.2
岐阜,65,40,64,21,12782,7.5
岐阜,66,41,65,21,12359,7.2
岐阜,67,42,66,21,12215,7.1
岐阜,68,43,67,21,12486,7.2
岐阜,69,44,68,21,12647,7.3
岐阜,1970,45,69,21,13008,7.4
岐阜,71,46,70,21,12344,7
岐阜,72,47,71,21,12359,6.9
岐阜,73,48,72,21,12991,7.2
岐阜,74,49,73,21,12976,7.1
岐阜,75,50,74,21,12908,6.9
岐阜,76,51,75,21,12603,6.7
岐阜,77,52,76,21,12258,6.5
岐阜,78,53,77,21,12356,6.4
岐阜,79,54,78,21,12087,6.2
岐阜,1980,55,79,21,13011,6.7
岐阜,81,56,80,21,12684,6.5
岐阜,82,57,81,21,12497,6.3
岐阜,83,58,82,21,12783,6.4
岐阜,84,59,83,21,12910,6.4
岐阜,85,60,84,21,13240,6.5
岐阜,86,61,85,21,12948,6.4
岐阜,87,62,86,21,12997,6.4
岐阜,88,63,87,21,13857,6.8
岐阜,89,平成元年,88,21,13624,6.6
岐阜,1990,2,89,21,14055,6.8
岐阜,91,3,90,21,14308,6.9
岐阜,92,4,91,21,14641,7.1
岐阜,93,5,92,21,14835,7.2
岐阜,94,6,93,21,15253,7.3
岐阜,95,7,94,21,15811,7.6
岐阜,96,8,95,21,15326,7.4
岐阜,97,9,96,21,15697,7.5
岐阜,98,10,97,21,15943,7.6
静岡,1899,明治32年,1,22,23902,20.3
静岡,1900,33,2,22,23923,20
静岡,1,34,3,22,24018,19.8
静岡,2,35,4,22,24921,20.3
静岡,3,36,5,22,24731,19.8
静岡,4,37,6,22,24308,19.2
静岡,5,38,7,22,25417,19.9
静岡,6,39,8,22,25487,19.7
静岡,7,40,9,22,26667,20.4
静岡,8,41,10,22,26100,19.7
静岡,9,42,11,22,27662,20.7
静岡,1910,43,12,22,28063,20.7
静岡,11,44,13,22,27090,19.3
静岡,12,大正元年,14,22,26084,18.2
静岡,13,2,15,22,28142,19.3
静岡,14,3,16,22,28459,19.1
静岡,15,4,17,22,28819,18.9
静岡,16,5,18,22,30228,19.5
静岡,17,6,19,22,32594,20.6
静岡,18,7,20,22,33499,21.6
静岡,19,8,21,22,33574,21.4
静岡,1920,9,22,22,37943,24.47
静岡,21,10,23,22,34523,21.91
静岡,22,11,24,22,33196,20.72
静岡,23,12,25,22,35368,21.75
静岡,24,13,26,22,32510,19.63
静岡,25,14,27,22,33667,20.15
静岡,26,昭和元年,28,22,30659,18.07
静岡,27,2,29,22,31069,18.04
静岡,28,3,30,22,34175,19.56
静岡,29,4,31,22,33239,18.74
静岡,1930,5,32,22,32056,17.83
静岡,31,6,33,22,32307,17.73
静岡,32,7,34,22,31918,17.28
静岡,33,8,35,22,32733,17.48
静岡,34,9,36,22,33223,17.5
静岡,35,10,37,22,31984,16.49
静岡,36,11,38,22,33847,17.18
静岡,37,12,39,22,31829,15.92
静岡,38,13,40,22,33931,16.73
静岡,39,14,41,22,32599,15.93
静岡,1940,15,42,22,30839,15.28
静岡,41,16,43,22,30293,14.88
静岡,42,17,44,22,30140,14.66
静岡,43,18,45,22,30423,.
静岡,47,22,46,22,30574,13
静岡,48,23,47,22,24762,10.3
静岡,49,24,48,22,25310,10.4
静岡,1950,25,49,22,24530,9.9
静岡,51,26,50,22,22569,9
静岡,52,27,51,22,20639,8.1
静岡,53,28,52,22,21856,8.5
静岡,54,29,53,22,20044,7.7
静岡,55,30,54,22,19741,7.4
静岡,56,31,55,22,20261,7.6
静岡,57,32,56,22,21102,7.8
静岡,58,33,57,22,20050,7.4
静岡,59,34,58,22,19765,7.2
静岡,1960,35,59,22,19935,7.2
静岡,61,36,60,22,20042,7.2
静岡,62,37,61,22,20536,7.3
静岡,63,38,62,22,19315,6.8
静岡,64,39,63,22,19364,6.7
静岡,65,40,64,22,19966,6.9
静岡,66,41,65,22,19216,6.5
静岡,67,42,66,22,19187,6.5
静岡,68,43,67,22,19442,6.4
静岡,69,44,68,22,19754,6.5
静岡,1970,45,69,22,20302,6.6
静岡,71,46,70,22,19684,6.3
静岡,72,47,71,22,19658,6.2
静岡,73,48,72,22,20073,6.2
静岡,74,49,73,22,20196,6.2
静岡,75,50,74,22,19788,6
静岡,76,51,75,22,20034,6
静岡,77,52,76,22,19833,5.9
静岡,78,53,77,22,19913,5.9
静岡,79,54,78,22,19518,5.7
静岡,1980,55,79,22,20550,6
静岡,81,56,80,22,20534,5.9
静岡,82,57,81,22,20481,5.9
静岡,83,58,82,22,21251,6.1
静岡,84,59,83,22,21036,6
静岡,85,60,84,22,21415,6
静岡,86,61,85,22,21138,5.9
静岡,87,62,86,22,21488,6
静岡,88,63,87,22,22745,6.3
静岡,89,平成元年,88,22,22769,6.3
静岡,1990,2,89,22,23543,6.4
静岡,91,3,90,22,23850,6.5
静岡,92,4,91,22,24619,6.7
静岡,93,5,92,22,25088,6.8
静岡,94,6,93,22,25503,6.9
静岡,95,7,94,22,26666,7.2
静岡,96,8,95,22,26089,7
静岡,97,9,96,22,26343,7.1
静岡,98,10,97,22,27178,7.3
愛知,1899,明治32年,1,23,35021,22.2
愛知,1900,33,2,23,35370,22.2
愛知,1,34,3,23,38195,23.6
愛知,2,35,4,23,36429,22.2
愛知,3,36,5,23,35898,21.6
愛知,4,37,6,23,38443,22.8
愛知,5,38,7,23,37535,22
愛知,6,39,8,23,37169,21.4
愛知,7,40,9,23,40600,23.1
愛知,8,41,10,23,40334,22.6
愛知,9,42,11,23,40913,22.6
愛知,1910,43,12,23,40239,21.9
愛知,11,44,13,23,39430,21
愛知,12,大正元年,14,23,39770,20.6
愛知,13,2,15,23,36923,18.8
愛知,14,3,16,23,40020,20
愛知,15,4,17,23,40381,19.8
愛知,16,5,18,23,45362,21.9
愛知,17,6,19,23,45749,21.6
愛知,18,7,20,23,54276,26.4
愛知,19,8,21,23,47191,22.7
愛知,1920,9,22,23,54561,26.11
愛知,21,10,23,23,52258,24.63
愛知,22,11,24,23,46855,21.65
愛知,23,12,25,23,51574,23.6
愛知,24,13,26,23,48981,22.08
愛知,25,14,27,23,47982,20.69
愛知,26,昭和元年,28,23,45213,19.1
愛知,27,2,29,23,48601,20.12
愛知,28,3,30,23,52733,21.4
愛知,29,4,31,23,50365,20.03
愛知,1930,5,32,23,45732,17.81
愛知,31,6,33,23,49783,19.03
愛知,32,7,34,23,46936,17.62
愛知,33,8,35,23,45957,16.93
愛知,34,9,36,23,53546,19.37
愛知,35,10,37,23,44878,15.68
愛知,36,11,38,23,49454,16.91
愛知,37,12,39,23,49143,16.46
愛知,38,13,40,23,52344,17.19
愛知,39,14,41,23,49432,16.02
愛知,1940,15,42,23,48918,15.45
愛知,41,16,43,23,48773,15.08
愛知,42,17,44,23,45788,13.82
愛知,43,18,45,23,51406,.
愛知,47,22,46,23,42987,13.8
愛知,48,23,47,23,35370,11
愛知,49,24,48,23,36290,11
愛知,1950,25,49,23,34433,10.2
愛知,51,26,50,23,32111,9
愛知,52,27,51,23,29374,8.2
愛知,53,28,52,23,29884,8.2
愛知,54,29,53,23,28001,7.6
愛知,55,30,54,23,26873,7.1
愛知,56,31,55,23,28145,7.3
愛知,57,32,56,23,29962,7.6
愛知,58,33,57,23,27379,6.8
愛知,59,34,58,23,31092,7.6
愛知,1960,35,59,23,28829,6.9
愛知,61,36,60,23,28876,6.7
愛知,62,37,61,23,29413,6.6
愛知,63,38,62,23,27852,6.1
愛知,64,39,63,23,27665,5.9
愛知,65,40,64,23,28897,6
愛知,66,41,65,23,27756,5.7
愛知,67,42,66,23,28560,5.8
愛知,68,43,67,23,29053,5.7
愛知,69,44,68,23,29921,5.7
愛知,1970,45,69,23,30681,5.7
愛知,71,46,70,23,29796,5.5
愛知,72,47,71,23,30310,5.4
愛知,73,48,72,23,31053,5.4
愛知,74,49,73,23,31631,5.5
愛知,75,50,74,23,30993,5.3
愛知,76,51,75,23,30914,5.2
愛知,77,52,76,23,30750,5.1
愛知,78,53,77,23,30975,5.1
愛知,79,54,78,23,30567,5
愛知,1980,55,79,23,31734,5.1
愛知,81,56,80,23,31694,5.1
愛知,82,57,81,23,31652,5.1
愛知,83,58,82,23,32685,5.2
愛知,84,59,83,23,32754,5.2
愛知,85,60,84,23,33357,5.1
愛知,86,61,85,23,33625,5.2
愛知,87,62,86,23,34385,5.3
愛知,88,63,87,23,36177,5.5
愛知,89,平成元年,88,23,36550,5.6
愛知,1990,2,89,23,37435,5.7
愛知,91,3,90,23,38326,5.8
愛知,92,4,91,23,39683,5.9
愛知,93,5,92,23,40595,6
愛知,94,6,93,23,41111,6.1
愛知,95,7,94,23,42944,6.3
愛知,96,8,95,23,42231,6.2
愛知,97,9,96,23,42787,6.3
愛知,98,10,97,23,44163,6.4
三重,1899,明治32年,1,24,20579,21.2
三重,1900,33,2,24,19431,19.8
三重,1,34,3,24,19913,20.1
三重,2,35,4,24,20908,21
三重,3,36,5,24,20828,20.7
三重,4,37,6,24,20384,20.1
三重,5,38,7,24,20686,20.3
三重,6,39,8,24,21441,21
三重,7,40,9,24,23074,22.5
三重,8,41,10,24,22202,21.5
三重,9,42,11,24,23497,22.7
三重,1910,43,12,24,22633,21.7
三重,11,44,13,24,21727,20.5
三重,12,大正元年,14,24,22521,21.1
三重,13,2,15,24,20598,19.1
三重,14,3,16,24,22388,20.6
三重,15,4,17,24,22273,20.3
三重,16,5,18,24,24092,21.8
三重,17,6,19,24,25394,22.7
三重,18,7,20,24,30810,28.4
三重,19,8,21,24,25573,23.5
三重,1920,9,22,24,27949,26.14
三重,21,10,23,24,26724,24.89
三重,22,11,24,24,24129,22.37
三重,23,12,25,24,25063,23.15
三重,24,13,26,24,23462,21.52
三重,25,14,27,24,25325,22.86
三重,26,昭和元年,28,24,21723,19.47
三重,27,2,29,24,22718,20.22
三重,28,3,30,24,25366,22.41
三重,29,4,31,24,23339,20.47
三重,1930,5,32,24,22104,19.1
三重,31,6,33,24,24692,21.16
三重,32,7,34,24,22157,18.83
三重,33,8,35,24,22696,19.12
三重,34,9,36,24,24293,20.3
三重,35,10,37,24,21595,18.39
三重,36,11,38,24,23347,19.82
三重,37,12,39,24,22319,18.89
三重,38,13,40,24,24413,20.6
三重,39,14,41,24,22183,18.68
三重,1940,15,42,24,20963,17.49
三重,41,16,43,24,21631,17.96
三重,42,17,44,24,21074,17.41
三重,43,18,45,24,21234,.
三重,47,22,46,24,22210,15.7
三重,48,23,47,24,17588,12.1
三重,49,24,48,24,17490,12
三重,1950,25,49,24,16210,11.1
三重,51,26,50,24,14659,10
三重,52,27,51,24,13478,9.1
三重,53,28,52,24,13624,9.2
三重,54,29,53,24,12435,8.3
三重,55,30,54,24,12190,8.2
三重,56,31,55,24,12892,8.7
三重,57,32,56,24,13396,9
三重,58,33,57,24,12027,8.1
三重,59,34,58,24,13560,9.1
三重,1960,35,59,24,12981,8.7
三重,61,36,60,24,12420,8.3
三重,62,37,61,24,12700,8.5
三重,63,38,62,24,11958,7.9
三重,64,39,63,24,11851,7.8
三重,65,40,64,24,12551,8.3
三重,66,41,65,24,11777,7.8
三重,67,42,66,24,11955,7.9
三重,68,43,67,24,11997,7.9
三重,69,44,68,24,12041,7.9
三重,1970,45,69,24,12679,8.3
三重,71,46,70,24,11903,7.7
三重,72,47,71,24,12046,7.7
三重,73,48,72,24,11937,7.5
三重,74,49,73,24,12535,7.8
三重,75,50,74,24,12240,7.6
三重,76,51,75,24,12256,7.5
三重,77,52,76,24,11701,7.1
三重,78,53,77,24,11751,7.1
三重,79,54,78,24,11472,6.9
三重,1980,55,79,24,12154,7.2
三重,81,56,80,24,12027,7.1
三重,82,57,81,24,11947,7
三重,83,58,82,24,12375,7.2
三重,84,59,83,24,12778,7.4
三重,85,60,84,24,12724,7.3
三重,86,61,85,24,12339,7.1
三重,87,62,86,24,12524,7.1
三重,88,63,87,24,13349,7.6
三重,89,平成元年,88,24,13029,7.3
三重,1990,2,89,24,13630,7.6
三重,91,3,90,24,13518,7.5
三重,92,4,91,24,13888,7.7
三重,93,5,92,24,14211,7.9
三重,94,6,93,24,14401,7.9
三重,95,7,94,24,15072,8.3
三重,96,8,95,24,14659,8
三重,97,9,96,24,14526,7.9
三重,98,10,97,24,15069,8.2
滋賀,1899,明治32年,1,25,14482,21.6
滋賀,1900,33,2,25,15159,22.5
滋賀,1,34,3,25,15730,23.2
滋賀,2,35,4,25,15515,23
滋賀,3,36,5,25,14647,21.3
滋賀,4,37,6,25,15338,22.5
滋賀,5,38,7,25,15348,22.7
滋賀,6,39,8,25,15119,22.6
滋賀,7,40,9,25,15674,23.6
滋賀,8,41,10,25,15609,23.7
滋賀,9,42,11,25,17339,26.6
滋賀,1910,43,12,25,15714,24.3
滋賀,11,44,13,25,14903,22.4
滋賀,12,大正元年,14,25,15371,23
滋賀,13,2,15,25,14433,21.5
滋賀,14,3,16,25,15913,23.6
滋賀,15,4,17,25,15694,23.2
滋賀,16,5,18,25,15807,23.3
滋賀,17,6,19,25,16254,23.8
滋賀,18,7,20,25,19204,28.5
滋賀,19,8,21,25,16666,24.7
滋賀,1920,9,22,25,18655,28.65
滋賀,21,10,23,25,16900,25.89
滋賀,22,11,24,25,15572,23.81
滋賀,23,12,25,25,16854,25.71
滋賀,24,13,26,25,14623,22.21
滋賀,25,14,27,25,15003,22.65
滋賀,26,昭和元年,28,25,13812,20.78
滋賀,27,2,29,25,14367,21.53
滋賀,28,3,30,25,14332,21.4
滋賀,29,4,31,25,14608,21.73
滋賀,1930,5,32,25,13605,19.67
滋賀,31,6,33,25,15096,21.64
滋賀,32,7,34,25,13614,19.36
滋賀,33,8,35,25,14119,19.92
滋賀,34,9,36,25,15333,21.45
滋賀,35,10,37,25,13047,18.34
滋賀,36,11,38,25,14205,19.85
滋賀,37,12,39,25,13421,18.65
滋賀,38,13,40,25,14428,19.94
滋賀,39,14,41,25,12903,17.76
滋賀,1940,15,42,25,13023,18.51
滋賀,41,16,43,25,12777,18.21
滋賀,42,17,44,25,12702,18.11
滋賀,43,18,45,25,13694,.
滋賀,47,22,46,25,14675,17.1
滋賀,48,23,47,25,11294,12.9
滋賀,49,24,48,25,11190,12
滋賀,1950,25,49,25,10031,11.6
滋賀,51,26,50,25,9119,10.6
滋賀,52,27,51,25,8493,9.9
滋賀,53,28,52,25,8551,10
滋賀,54,29,53,25,7751,9
滋賀,55,30,54,25,7552,8.8
滋賀,56,31,55,25,7937,9.3
滋賀,57,32,56,25,8441,9.9
滋賀,58,33,57,25,7382,8.7
滋賀,59,34,58,25,7612,9
滋賀,1960,35,59,25,7892,9.4
滋賀,61,36,60,25,7760,9.2
滋賀,62,37,61,25,7640,9
滋賀,63,38,62,25,7299,8.6
滋賀,64,39,63,25,7266,8.5
滋賀,65,40,64,25,7643,9
滋賀,66,41,65,25,7279,8.5
滋賀,67,42,66,25,7184,8.4
滋賀,68,43,67,25,7276,8.5
滋賀,69,44,68,25,7450,8.6
滋賀,1970,45,69,25,7484,8.5
滋賀,71,46,70,25,7193,8
滋賀,72,47,71,25,7012,7.6
滋賀,73,48,72,25,7281,7.8
滋賀,74,49,73,25,7521,7.8
滋賀,75,50,74,25,7307,7.5
滋賀,76,51,75,25,7368,7.4
滋賀,77,52,76,25,7082,6.9
滋賀,78,53,77,25,7022,6.8
滋賀,79,54,78,25,7178,6.8
滋賀,1980,55,79,25,7276,6.8
滋賀,81,56,80,25,7252,6.7
滋賀,82,57,81,25,6982,6.3
滋賀,83,58,82,25,7276,6.5
滋賀,84,59,83,25,7300,6.4
滋賀,85,60,84,25,7255,6.2
滋賀,86,61,85,25,7469,6.4
滋賀,87,62,86,25,7283,6.2
滋賀,88,63,87,25,7601,6.4
滋賀,89,平成元年,88,25,7778,6.5
滋賀,1990,2,89,25,7961,6.6
滋賀,91,3,90,25,8355,6.8
滋賀,92,4,91,25,8296,6.7
滋賀,93,5,92,25,8681,7
滋賀,94,6,93,25,8612,6.8
滋賀,95,7,94,25,8958,7
滋賀,96,8,95,25,8646,6.7
滋賀,97,9,96,25,8789,6.8
滋賀,98,10,97,25,8952,6.9
京都,1899,明治32年,1,26,21826,22.6
京都,1900,33,2,26,21291,21.8
京都,1,34,3,26,22949,23.2
京都,2,35,4,26,22884,22.8
京都,3,36,5,26,23389,23.1
京都,4,37,6,26,23234,22.5
京都,5,38,7,26,23033,22
京都,6,39,8,26,22184,20.8
京都,7,40,9,26,24137,22.3
京都,8,41,10,26,24951,22.7
京都,9,42,11,26,28077,25.1
京都,1910,43,12,26,25419,22.4
京都,11,44,13,26,25465,21.7
京都,12,大正元年,14,26,24425,20.4
京都,13,2,15,26,24837,20.3
京都,14,3,16,26,28002,22.4
京都,15,4,17,26,27249,21.4
京都,16,5,18,26,28429,21.8
京都,17,6,19,26,28233,21.2
京都,18,7,20,26,37336,28.4
京都,19,8,21,26,30037,22.5
京都,1920,9,22,26,34181,26.56
京都,21,10,23,26,32009,24.4
京都,22,11,24,26,29196,21.83
京都,23,12,25,26,30949,22.72
京都,24,13,26,26,28602,20.59
京都,25,14,27,26,27943,19.87
京都,26,昭和元年,28,26,26967,18.84
京都,27,2,29,26,30994,21.28
京都,28,3,30,26,28145,18.99
京都,29,4,31,26,28739,19.06
京都,1930,5,32,26,27346,17.61
京都,31,6,33,26,29941,18.93
京都,32,7,34,26,27496,17.08
京都,33,8,35,26,27889,17.01
京都,34,9,36,26,28927,17.33
京都,35,10,37,26,26262,15.43
京都,36,11,38,26,29314,16.91
京都,37,12,39,26,26924,15.26
京都,38,13,40,26,28604,15.94
京都,39,14,41,26,28285,15.58
京都,1940,15,42,26,26332,15.22
京都,41,16,43,26,25937,14.89
京都,42,17,44,26,26029,14.83
京都,43,18,45,26,28369,.
京都,47,22,46,26,25686,14.8
京都,48,23,47,26,19892,11.2
京都,49,24,48,26,19638,10.9
京都,1950,25,49,26,17850,9.7
京都,51,26,50,26,16341,8.8
京都,52,27,51,26,15417,8.2
京都,53,28,52,26,15562,8.2
京都,54,29,53,26,14139,7.4
京都,55,30,54,26,13797,7.1
京都,56,31,55,26,15081,7.7
京都,57,32,56,26,15549,7.9
京都,58,33,57,26,14356,7.3
京都,59,34,58,26,14610,7.3
京都,1960,35,59,26,15265,7.7
京都,61,36,60,26,14866,7.4
京都,62,37,61,26,15080,7.4
京都,63,38,62,26,14555,7.1
京都,64,39,63,26,14613,7.1
京都,65,40,64,26,15109,7.2
京都,66,41,65,26,14732,6.9
京都,67,42,66,26,14813,7
京都,68,43,67,26,14868,6.9
京都,69,44,68,26,15135,7
京都,1970,45,69,26,15577,7
京都,71,46,70,26,15279,6.9
京都,72,47,71,26,15208,6.7
京都,73,48,72,26,15995,6.9
京都,74,49,73,26,15986,6.8
京都,75,50,74,26,15460,6.5
京都,76,51,75,26,15544,6.5
京都,77,52,76,26,15260,6.3
京都,78,53,77,26,15464,6.3
京都,79,54,78,26,15553,6.3
京都,1980,55,79,26,16059,6.5
京都,81,56,80,26,16174,6.5
京都,82,57,81,26,16059,6.4
京都,83,58,82,26,16214,6.4
京都,84,59,83,26,16637,6.6
京都,85,60,84,26,16942,6.6
京都,86,61,85,26,16864,6.6
京都,87,62,86,26,16912,6.6
京都,88,63,87,26,17608,6.9
京都,89,平成元年,88,26,17327,6.8
京都,1990,2,89,26,18031,7.1
京都,91,3,90,26,18331,7.2
京都,92,4,91,26,18822,7.3
京都,93,5,92,26,19202,7.5
京都,94,6,93,26,18821,7.4
京都,95,7,94,26,19321,7.5
京都,96,8,95,26,19068,7.4
京都,97,9,96,26,19239,7.4
京都,98,10,97,26,19868,7.7
大阪,1899,明治32年,1,27,34752,22.8
大阪,1900,33,2,27,34985,22.4
大阪,1,34,3,27,36527,22.9
大阪,2,35,4,27,39236,24
大阪,3,36,5,27,38563,23
大阪,4,37,6,27,38037,22
大阪,5,38,7,27,42993,24.2
大阪,6,39,8,27,38859,21.2
大阪,7,40,9,27,43588,23.1
大阪,8,41,10,27,44515,22.8
大阪,9,42,11,27,46930,22.6
大阪,1910,43,12,27,43375,21
大阪,11,44,13,27,43774,21
大阪,12,大正元年,14,27,41713,19.6
大阪,13,2,15,27,44007,20.2
大阪,14,3,16,27,48499,21.8
大阪,15,4,17,27,48785,21.5
大阪,16,5,18,27,52517,22.6
大阪,17,6,19,27,54507,22.9
大阪,18,7,20,27,73240,28.6
大阪,19,8,21,27,62278,23.5
大阪,1920,9,22,27,69268,26.77
大阪,21,10,23,27,62757,23.37
大阪,22,11,24,27,64227,23.03
大阪,23,12,25,27,62229,21.53
大阪,24,13,26,27,61387,20.49
大阪,25,14,27,27,59722,19.52
大阪,26,昭和元年,28,27,55736,17.65
大阪,27,2,29,27,61343,18.83
大阪,28,3,30,27,59105,17.6
大阪,29,4,31,27,63563,18.37
大阪,1930,5,32,27,57211,16.16
大阪,31,6,33,27,63223,17.4
大阪,32,7,34,27,58600,15.72
大阪,33,8,35,27,62657,16.38
大阪,34,9,36,27,64268,16.39
大阪,35,10,37,27,63569,14.79
大阪,36,11,38,27,63821,14.32
大阪,37,12,39,27,65822,14.27
大阪,38,13,40,27,66409,13.94
大阪,39,14,41,27,75078,15.42
大阪,1940,15,42,27,64299,13.42
大阪,41,16,43,27,63348,12.88
大阪,42,17,44,27,65134,12.9
大阪,43,18,45,27,72425,.
大阪,47,22,46,27,48379,14.5
大阪,48,23,47,27,37142,10.6
大阪,49,24,48,27,38497,10.4
大阪,1950,25,49,27,35797,9.3
大阪,51,26,50,27,33541,8.2
大阪,52,27,51,27,32697,7.7
大阪,53,28,52,27,31842,7.3
大阪,54,29,53,27,31188,6.9
大阪,55,30,54,27,30518,6.6
大阪,56,31,55,27,33056,6.9
